date_disclosed,project_name,document_type,project_number,project_url,product_line,company_name,country,ifc_country_code,industry,environmental_category,department,status,projected_board_date,ifc_approval_date,ifc_signed_date,ifc_invested_date,ifc_investment_for_risk_managementmillion__usd,ifc_investment_for_guaranteemillion__usd,ifc_investment_for_loanmillion__usd,ifc_investment_for_equitymillion__usd,total_ifc_investment_as_approved_by_boardmillion__usd,wb_country_code,as_of_date
2022-04-01,Celsia Revolving WC,Summary of Investment Information (AIP Policy 2012),44027,https://disclosures.ifc.org/project-detail/SII/44027/celsia-revolving-wc,Loan,CELSIA COLOMBIA S A E S P,Colombia,CLM,Infrastructure,A,Regional Industry INF LAC & EUR,Pending Disbursement,2022-05-31,2022-06-08,2022-06-30,,,,140.000000,,140.000000,CO,2024-09-15
2020-06-23,Ekurhuleni Muni2,Summary of Investment Information (AIP Policy 2012),44164,https://disclosures.ifc.org/project-detail/SII/44164/ekurhuleni-muni2,Loan,CITY OF EKURHULENI,South Africa,SOU,Infrastructure,B,Regional Industry - INF ME & Africa,Active,2020-06-05,2020-06-05,2020-06-10,2020-06-18,,,55.000000,,55.000000,ZA,2024-09-15
2021-04-19,Agila,Summary of Investment Information (AIP Policy 2012),44179,https://disclosures.ifc.org/project-detail/SII/44179/agila,Loan,"CEBU AIR, INC.",Philippines,PHL,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,2020-12-10,2020-12-10,2021-04-16,2021-05-07,,,62.500000,,62.500000,PH,2024-09-15
2021-09-27,Bac Ninh WTE,Summary of Investment Information (AIP Policy 2012),44198,https://disclosures.ifc.org/project-detail/SII/44198/bac-ninh-wte,Loan,T AND J GREEN ENERGY COMPANY LIMITED,Viet Nam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2021-10-28,2021-10-27,2021-12-20,2022-04-07,,,15.000000,,15.000000,VN,2024-09-15
2021-03-04,Bolt Technology,Summary of Investment Information (AIP Policy 2012),44246,https://disclosures.ifc.org/project-detail/SII/44246/bolt-technology,Equity,BOLT TECHNOLOGY OU,Africa Region,AFR,Infrastructure,B,Disruptive Technologies and Funds,Active,2020-12-18,2020-12-18,2021-01-29,2021-03-26,,,0.000000,23.980000,23.980000,3A,2024-09-15
2022-03-04,Zarafshon Wind,Summary of Investment Information (AIP Policy 2012),44364,https://disclosures.ifc.org/project-detail/SII/44364/zarafshon-wind,Risk Management,SHAMOL ZARAFSHAN ENERGY FE LLC,Uzbekistan,UZB,Infrastructure,A,Regional Industry INF MCT,Active,2022-05-26,2022-07-21,2022-09-02,2022-11-09,7.000000,,75.000000,,82.000000,UZ,2024-09-15
2023-02-21,Karian Water Supply Project,Summary of Investment Information (AIP Policy 2012),44588,https://disclosures.ifc.org/project-detail/SII/44588/karian-water-supply-project,Risk Management,PT KARIAN WATER SERVICES,Indonesia,INS,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Signing,2023-04-06,2023-04-06,,,10.000000,,60.000000,,70.000000,ID,2024-09-15
2021-04-30,FCS Moove,Summary of Investment Information (AIP Policy 2012),44596,https://disclosures.ifc.org/project-detail/SII/44596/fcs-moove,Risk Management,MOOVE AFRICA B.V.,Nigeria,NIR,Infrastructure,B,Regional Industry - INF ME & Africa,Active,2021-06-14,2021-06-14,2021-06-30,2021-12-22,0.450000,,10.000000,,10.450000,NG,2024-09-15
2022-05-09,E-buses Chile,Summary of Investment Information (AIP Policy 2012),44610,https://disclosures.ifc.org/project-detail/SII/44610/e-buses-chile,Loan,SUMINISTRADORA DE BUSES K CUATRO SPA,Chile,,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2022-06-09,2022-11-17,2023-11-17,2024-02-26,,,140.000000,,140.000000,CL,2024-09-15
2023-06-23,Botswana Solar,Summary of Investment Information (AIP Policy 2012),44613,https://disclosures.ifc.org/project-detail/SII/44613/botswana-solar,Risk Management,SELEBI PHIKWE SOLAR PROPRIETARY LIMITED,Botswana,BOT,Infrastructure,B,Regional Industry - INF Africa,Active,2023-07-25,2023-08-03,2023-12-14,2023-12-15,1.000000,,19.000000,,20.000000,BW,2024-09-15
2021-03-16,REE Wind Power 2,Summary of Investment Information (AIP Policy 2012),44653,https://disclosures.ifc.org/project-detail/SII/44653/ree-wind-power-2,Loan,THUAN BINH WIND POWER JOINT STOCK COMPANY,Viet Nam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2021-04-16,2021-04-16,2021-05-25,2021-06-29,,,20.000000,,20.000000,VN,2024-09-15
2021-04-08,EGP India - Thar,Summary of Investment Information (AIP Policy 2012),44816,https://disclosures.ifc.org/project-detail/SII/44816/egp-india---thar,Loan,ENEL GREEN POWER INDIA PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2021-05-20,2021-06-03,2021-12-22,2022-03-21,,,50.889999,,50.889999,IN,2024-09-15
2023-07-18,Maple II,Summary of Investment Information (AIP Policy 2012),44855,https://disclosures.ifc.org/project-detail/SII/44855/maple-ii,,MERSIN ULUSLARARASI LIMAN ISLETMECILIGI ANONIM SIRKETI,Turkiye,,Infrastructure,A,Regional Industry INF MCT,Pending Approval,2023-09-30,,,,,,,,,TR,2024-09-15
2022-05-25,Sonker Refi,Summary of Investment Information (AIP Policy 2012),44905,https://disclosures.ifc.org/project-detail/SII/44905/sonker-refi,,SONKER BUNKERING COMPANY S.A.E.,"Egypt, Arab Republic of",EGT,Infrastructure,B,Regional Industry - INF Africa,Hold,2022-06-30,,,,,,,,,EG,2024-09-15
2021-02-01,Truck Lagbe,Summary of Investment Information (AIP Policy 2012),44987,https://disclosures.ifc.org/project-detail/SII/44987/truck-lagbe,Equity,TRUCK LAGBE LIMITED,Bangladesh,BAN,Infrastructure,B,"Disruptive Tech, Service & Funds",Active,2021-03-14,2021-03-29,2021-06-25,2021-08-24,,,,3.000000,3.000000,BD,2024-09-15
2022-12-02,Emergent Latam,Summary of Investment Information (AIP Policy 2012),45039,https://disclosures.ifc.org/project-detail/SII/45039/emergent-latam,,"EMERGENT COLD LATAM HOLDINGS, LLC",Latin America and the Caribbean Region,,Infrastructure,B,CN1S7 - Regional Industry - INF LAC/INR New Business - LAC,Hold,2023-01-27,,,,,,,,,,2024-09-15
2021-02-18,Continuum Green,Summary of Investment Information (AIP Policy 2012),45140,https://disclosures.ifc.org/project-detail/SII/45140/continuum-green,Loan,CONTINUUM ENERGY LEVANTER PTE. LTD.,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2021-01-27,2021-01-28,2021-01-29,2021-02-09,,,75.000000,,75.000000,IN,2024-09-15
2021-06-29,PSL - Ultratech,Summary of Investment Information (AIP Policy 2012),45146,https://disclosures.ifc.org/project-detail/SII/45146/psl---ultratech,Loan,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2021-06-15,2021-06-14,2021-06-29,,,,60.000000,,60.000000,TH,2024-09-15
2022-10-14,Syrdarya CCGT,Summary of Investment Information (AIP Policy 2012),45205,https://disclosures.ifc.org/project-detail/SII/45205/syrdarya-ccgt,Risk Management,ENERSOK FE LLC,Uzbekistan,UZB,Infrastructure,A,Regional Industry INF MCT,Active,2022-12-20,2023-03-09,2023-03-16,2023-07-11,15.000000,,150.000000,,165.000000,UZ,2024-09-15
2021-09-15,OSMANGAZI ELEKTRIK DAGITIM AS,Summary of Investment Information (AIP Policy 2012),45265,https://disclosures.ifc.org/project-detail/SII/45265/osmangazi-elektrik-dagitim-as,Loan,OSMANGAZI ELEKTRIK DAGITIM AS,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Active,2021-10-15,2021-12-21,2022-03-07,2022-04-01,,,75.000000,,75.000000,TR,2024-09-15
2021-08-11,KICT,Summary of Investment Information (AIP Policy 2012),45328,https://disclosures.ifc.org/project-detail/SII/45328/kict,Loan,KANDLA INTERNATIONAL CONTAINER TERMINAL PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2021-09-21,2021-09-28,2022-04-07,2022-05-06,,,30.840000,,30.840000,IN,2024-09-15
2023-12-20,TMPA Facility,Summary of Investment Information (AIP Policy 2012),45517,https://disclosures.ifc.org/project-detail/SII/45517/tmpa-facility,Loan,TANGER MED PORT AUTHORITY SA,Morocco,MYC,Infrastructure,B,Regional Industry - INF Africa,Pending Signing,2024-03-04,2024-06-11,,,,,162.750000,,162.750000,MA,2024-09-15
2023-03-16,Nuru DRC,Summary of Investment Information (AIP Policy 2012),45543,https://disclosures.ifc.org/project-detail/SII/45543/nuru-drc,Equity,CONGO ENERGY SOLUTIONS LIMITED,"Congo, Democratic Republic of",ZAI,Infrastructure,B,Regional Industry - INF Africa,Active,2023-04-28,2023-06-29,2023-06-30,2023-07-12,,,,5.000000,5.000000,ZR,2024-09-15
2021-09-29,Sembcorp Industries Ltd,Summary of Investment Information (AIP Policy 2012),45547,https://disclosures.ifc.org/project-detail/SII/45547/sembcorp-industries-ltd,Loan,SEMBCORP FINANCIAL SERVICES PTE. LTD.,Singapore,SNG,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2021-09-13,2021-09-10,2021-09-27,2021-10-06,,,111.629997,,111.629997,SG,2024-09-15
2021-06-16,TradeDepot Ser.B,Summary of Investment Information (AIP Policy 2012),45601,https://disclosures.ifc.org/project-detail/SII/45601/tradedepot-ser.b,Equity,TRADEDEPOT INC,Nigeria,NIR,Infrastructure,B,Disruptive Technologies and Funds,Active,2021-05-31,2021-06-25,2021-10-26,2021-10-28,,,,10.000000,10.000000,NG,2024-09-15
2022-09-06,Karavasta Solar,Summary of Investment Information (AIP Policy 2012),45644,https://disclosures.ifc.org/project-detail/SII/45644/karavasta-solar,Risk Management,KARAVASTA SOLAR SHPK,Albania,ALB,Infrastructure,A,Regional Industry INF LAC & EUR,Active,2022-11-10,2022-12-22,2023-04-19,2023-07-31,3.000000,,30.040001,,33.040001,AL,2024-09-15
2023-05-09,Indigrid,Summary of Investment Information (AIP Policy 2012),45645,https://disclosures.ifc.org/project-detail/SII/45645/indigrid,Loan,India Grid Trust,India,IND,Infrastructure,A,CN4S5 - Regional Industry - INF Asia & Pac/Infrastructure - CSA,Active,2023-01-31,2023-02-01,2023-04-13,2023-04-20,,,150.000000,,150.000000,IN,2024-09-15
2022-09-14,Gozem Vehicle Financing Platform,Summary of Investment Information (AIP Policy 2012),45714,https://disclosures.ifc.org/project-detail/SII/45714/gozem-vehicle-financing-platform,Loan,GOZEM PTE. LTD.,Togo,TOG,Infrastructure,B,Regional Industry - INF Africa,Pending Disbursement,,2018-06-14,2022-05-27,,,,150.000000,,150.000000,TG,2024-09-15
2023-08-01,Cube Invit,Summary of Investment Information (AIP Policy 2012),45754,https://disclosures.ifc.org/project-detail/SII/45754/cube-invit,Loan,CUBE HIGHWAYS TRUST,India,IND,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,2022-07-13,2022-07-13,2023-06-14,2023-06-28,,,278.000000,,278.000000,IN,2024-09-15
2022-10-21,IFRIA TCLP SSA,Summary of Investment Information (AIP Policy 2012),45807,https://disclosures.ifc.org/project-detail/SII/45807/ifria-tclp-ssa,,IFRIA,Africa Region,AFR,Infrastructure,B,Regional Industry - INF Africa,Pending Approval,2022-12-10,,,,,,,,,3A,2024-09-15
2023-04-20,Energuate UCL,Summary of Investment Information (AIP Policy 2012),45818,https://disclosures.ifc.org/project-detail/SII/45818/energuate-ucl,Loan,ENERGUATE,Guatemala,GUA,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Disbursement,2023-05-30,2023-05-22,2024-05-09,,,,100.000000,,100.000000,GT,2024-09-15
2022-08-26,Amunet Wind IPP,Summary of Investment Information (AIP Policy 2012),45837,https://disclosures.ifc.org/project-detail/SII/45837/amunet-wind-ipp,Risk Management,AMUNET WIND POWER COMPANY SAE,"Egypt, Arab Republic of",EGT,Infrastructure,A,Regional Industry - INF Africa,Active,2022-11-04,2022-11-10,2022-11-27,2023-08-24,20.000000,,75.000000,,95.000000,EG,2024-09-15
2022-03-31,VLP Dry Port,Summary of Investment Information (AIP Policy 2012),45865,https://disclosures.ifc.org/project-detail/SII/45865/vlp-dry-port,Loan,"THANALENG DRY PORT SOLE CO.,LTD",Lao People's Democratic Republic,LAO,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2022-05-15,2022-05-10,2022-06-07,2023-12-27,,,27.000000,,27.000000,LA,2024-09-15
2022-05-04,BlaBlaCar,Summary of Investment Information (AIP Policy 2012),45926,https://disclosures.ifc.org/project-detail/SII/45926/blablacar,Loan,COMUTO SA,World Region,WLD,Infrastructure,B,"Disruptive Tech, Service & Funds",Active,2022-06-17,2022-06-03,2022-06-15,2022-07-05,,,15.000000,0.000000,15.000000,99,2024-09-15
2022-01-20,InfraV - PSA BAY TERMINAL,Summary of Investment Information (AIP Policy 2012),45961,https://disclosures.ifc.org/project-detail/SII/45961/infrav---psa-bay-terminal,,PSA BANGLADESH PTE. LTD.,Bangladesh,BAN,Infrastructure,C,Regional Industry - INF Asia & Pac,Pending Disbursement,,,2021-08-30,,,,,,,BD,2024-09-15
2022-06-30,BGrimm Bond,Summary of Investment Information (AIP Policy 2012),46101,https://disclosures.ifc.org/project-detail/SII/46101/bgrimm-bond,Loan,B.GRIMM POWER PUBLIC COMPANY LIMITED,Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Disbursement,2022-06-10,2022-06-16,2022-06-30,,,,110.000000,,110.000000,TH,2024-09-15
2021-12-31,Growsari RI,Summary of Investment Information (AIP Policy 2012),46169,https://disclosures.ifc.org/project-detail/SII/46169/growsari-ri,Equity,GROWSARI,Philippines,PHL,Infrastructure,B,"Disruptive Tech, Service & Funds",Active,2022-01-31,2022-02-03,2022-03-10,2022-03-18,,,,9.000000,9.000000,PH,2024-09-15
2022-05-13,Coelba Disco,Summary of Investment Information (AIP Policy 2012),46207,https://disclosures.ifc.org/project-detail/SII/46207/coelba-disco,Loan,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2022-06-15,2022-06-15,2022-06-29,2022-09-16,,,115.699997,,115.699997,BR,2024-09-15
2022-05-10,SABESP UCL,Summary of Investment Information (AIP Policy 2012),46253,https://disclosures.ifc.org/project-detail/SII/46253/sabesp-ucl,Loan,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO.,Brazil,BRA,Infrastructure,B,Regional Industry - INF LAC,Active,2022-06-15,2022-06-24,2022-06-27,2022-07-26,,,159.869995,,159.869995,BR,2024-09-15
2024-07-03,DCM PEPT ABS,Summary of Investment Information (AIP Policy 2012),46344,https://disclosures.ifc.org/project-detail/SII/46344/dcm-pept-abs,Loan,FCTC PEPT,Cote D'Ivoire,IVC,Infrastructure,FI-2,Regional Industry - FIG Africa,Active,2023-06-23,2023-06-23,2023-10-04,2023-11-27,,,48.830002,,48.830002,CI,2024-09-15
2022-11-26,FP Energy PF,Summary of Investment Information (AIP Policy 2012),46362,https://disclosures.ifc.org/project-detail/SII/46362/fp-energy-pf,Loan,FOURTH PARTNER ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Disbursement,2023-01-31,2023-04-19,2023-06-30,,,,55.000000,,55.000000,IN,2024-09-15
2022-05-24,Tembici RI,Summary of Investment Information (AIP Policy 2012),46491,https://disclosures.ifc.org/project-detail/SII/46491/tembici-ri,Equity,TEMBICI,Brazil,BRA,Infrastructure,B,Disruptive Technologies and Funds,Active,2022-06-27,2022-06-08,2022-06-30,2022-07-14,,,,5.000000,5.000000,BR,2024-09-15
2023-12-14,Sermsang Solar,Summary of Investment Information (AIP Policy 2012),46536,https://disclosures.ifc.org/project-detail/SII/46536/sermsang-solar,Loan,"SERMSANG PALANG NGAN CO., LTD",Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2022-10-27,2022-10-31,2022-12-23,2023-06-28,,,31.469999,,31.469999,TH,2024-09-15
2023-05-13,Africa Release ,Summary of Investment Information (AIP Policy 2012),46568,https://disclosures.ifc.org/project-detail/SII/46568/africa-release-,Loan,RELEASE UTILITIES AFRICA HOLDING B.V.,Africa Region,AFR,Infrastructure,B,Regional Industry - INF Africa,Pending Disbursement,2023-07-31,2023-07-27,2023-12-12,,,,50.000000,,50.000000,3A,2024-09-15
2023-03-13,Scatec GreenBond,Summary of Investment Information (AIP Policy 2012),46628,https://disclosures.ifc.org/project-detail/SII/46628/scatec-greenbond,Loan,SCATEC ASA,Africa Region,AFR,Infrastructure,B,Regional Industry - INF Africa,Active,2022-12-22,2022-12-22,2023-02-08,2023-02-17,,,51.799999,,51.799999,3A,2024-09-15
2024-07-26,GGU Green Bond,Summary of Investment Information (AIP Policy 2012),46734,https://disclosures.ifc.org/project-detail/SII/46734/ggu-green-bond,Loan,GEORGIA GLOBAL UTILITIES,Georgia,GEO,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2024-07-12,2024-07-12,2024-07-13,2024-07-25,,,60.000000,,60.000000,GE,2024-09-15
2024-05-13,Abellon Equity,Summary of Investment Information (AIP Policy 2012),46819,https://disclosures.ifc.org/project-detail/SII/46819/abellon-equity,,ABELLON CLEANENERGY LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Approval,2024-09-05,,,,,,,,,IN,2024-09-15
2023-04-28,Engie Chile UCL ,Summary of Investment Information (AIP Policy 2012),46952,https://disclosures.ifc.org/project-detail/SII/46952/engie-chile-ucl-,Loan,ENGIE ENERGIA CHILE S.A.,Chile,,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2023-06-08,2023-06-08,2023-06-20,2023-07-28,,,200.000000,,200.000000,CL,2024-09-15
2022-10-12,GRPO Green Bond,Summary of Investment Information (AIP Policy 2012),47232,https://disclosures.ifc.org/project-detail/SII/47232/grpo-green-bond,Loan,GEORGIAN RENEWABLE POWER OPERATIONS JSC,Georgia,GEO,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2022-09-30,2022-10-07,2022-10-08,2022-10-12,,,20.000000,,20.000000,GE,2024-09-15
2023-10-10,UZ Solar 3,Summary of Investment Information (AIP Policy 2012),47285,https://disclosures.ifc.org/project-detail/SII/47285/uz-solar-3,Risk Management,UZ SOLAR 3,Uzbekistan,UZB,Infrastructure,B,Regional Industry INF MCT,Active,2023-11-16,2023-12-14,2024-05-06,2024-06-06,6.000000,,90.000000,,96.000000,UZ,2024-09-15
2023-04-03,Sanasa Loan,Summary of Investment Information (AIP Policy 2012),47383,https://disclosures.ifc.org/project-detail/SII/47383/sanasa-loan,Loan,SOCIEDADE DE ABASTECIMENTO DE AGUA E SANEAMENTO S/A.,Brazil,BRA,Infrastructure,B,Regional Industry - INF LAC,Active,2023-05-03,2023-05-08,2023-05-19,2023-08-18,,,52.230000,,52.230000,BR,2024-09-15
2024-05-24,Tanah Laut Wind,Summary of Investment Information (AIP Policy 2012),47420,https://disclosures.ifc.org/project-detail/SII/47420/tanah-laut-wind,Risk Management,PT. TALA ALAM BARU,Indonesia,INS,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Signing,2024-06-28,2024-06-28,,,2.000000,,51.000000,,53.000000,ID,2024-09-15
2023-04-28,SABESP UCL II,Summary of Investment Information (AIP Policy 2012),47451,https://disclosures.ifc.org/project-detail/SII/47451/sabesp-ucl-ii,Loan,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO.,Brazil,BRA,Infrastructure,B,Regional Industry - INF LAC,Active,2023-05-31,2023-05-30,2023-06-14,2023-09-28,,,196.300003,,196.300003,BR,2024-09-15
2023-09-28,SCCT Phase 3 ,Summary of Investment Information (AIP Policy 2012),47505,https://disclosures.ifc.org/project-detail/SII/47505/scct-phase-3-,Risk Management,SUEZ CANAL CONTAINER TERMINAL,"Egypt, Arab Republic of",EGT,Infrastructure,B,Regional Industry - INF Africa,Pending Disbursement,2023-10-30,2023-12-01,2024-01-30,,2.000000,,175.000000,,177.000000,EG,2024-09-15
2024-05-24,Husk Minigrids,Summary of Investment Information (AIP Policy 2012),47529,https://disclosures.ifc.org/project-detail/SII/47529/husk-minigrids,,HUSK POWER ENERGY SYSTEMS NIGERIA LIMITED,Nigeria,NIR,Infrastructure,B,CN3CE - Regional Industry - INF Africa/INF Central Africa,Pending Approval,2024-06-28,,,,,,,,,NG,2024-09-15
2022-12-02,Marport Liman Isletmeleri Sanayi Ve Ticaret Anonim Sirketi,Summary of Investment Information (AIP Policy 2012),47580,https://disclosures.ifc.org/project-detail/SII/47580/marport-liman-isletmeleri-sanayi-ve-ticaret-anonim-sirketi,Risk Management,MARPORT LIMAN ISLETMELERI SANAYI VE TICARET ANONIM SIRKETI,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Active,2023-01-04,2023-01-10,2023-01-16,2023-01-19,6.000000,,105.500000,,111.500000,TR,2024-09-15
2023-06-20,Origo 2022,Summary of Investment Information (AIP Policy 2012),47607,https://disclosures.ifc.org/project-detail/SII/47607/origo-2022,Loan,JESUANIA MG 1448 GERACAO DE ENERGIA 184434 LTDA,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Signing,2023-09-05,2023-10-05,,,,,24.400000,,24.400000,BR,2024-09-15
2023-10-18,Iberdrola SLL,Summary of Investment Information (AIP Policy 2012),47691,https://disclosures.ifc.org/project-detail/SII/47691/iberdrola-sll,Loan,"IBERDROLA FINANCIACION, S.A.U.",World Region,WLD,Infrastructure,A,Energy & Mining - Global Infra,Active,2023-12-21,2023-12-18,2023-12-20,2024-05-31,,,327.480011,,327.480011,99,2024-09-15
2023-03-21,Elektro SLL,Summary of Investment Information (AIP Policy 2012),47778,https://disclosures.ifc.org/project-detail/SII/47778/elektro-sll,Loan,ELEKTRO REDES S.A.,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2023-05-05,2023-05-09,2023-05-23,2023-06-20,,,160.720001,,160.720001,BR,2024-09-15
2024-02-27,RansaCorp,Summary of Investment Information (AIP Policy 2012),47962,https://disclosures.ifc.org/project-detail/SII/47962/ransacorp,Loan,RANSA CORP S.L,Peru,PER,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Disbursement,2024-03-29,2024-05-31,2024-09-05,,,,26.600000,,26.600000,PE,2024-09-15
2023-08-01,Brookfield RJ,Summary of Investment Information (AIP Policy 2012),47975,https://disclosures.ifc.org/project-detail/SII/47975/brookfield-rj,Loan,PEBBLE HOLDINGS (DIFC) LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Signing,2023-09-01,2023-11-09,,,,,113.000000,,113.000000,IN,2024-09-15
2023-08-31,Enel Col UCL,Summary of Investment Information (AIP Policy 2012),47995,https://disclosures.ifc.org/project-detail/SII/47995/enel-col-ucl,Loan,ENEL COLOMBIA S.A. ESP,Colombia,CLM,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2023-10-26,2023-10-31,2023-11-16,2023-11-30,,,300.000000,,300.000000,CO,2024-09-15
2024-04-03,DCM Sol Agora FIDC,Summary of Investment Information (AIP Policy 2012),48043,https://disclosures.ifc.org/project-detail/SII/48043/dcm-sol-agora-fidc,Loan,SOL AGORA GREEN ESG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Brazil,BRA,Infrastructure,FI-2,Regional Industry FIG LAC & EUR,Pending Signing,2024-05-03,2024-08-07,,,,,20.000000,,20.000000,BR,2024-09-15
2023-04-06,Ecovia NW Bridge,Summary of Investment Information (AIP Policy 2012),48087,https://disclosures.ifc.org/project-detail/SII/48087/ecovia-nw-bridge,Loan,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A.,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2023-03-30,2023-03-24,2023-03-28,2023-04-05,,,134.580002,,134.580002,BR,2024-09-15
2024-02-23,Vifor Wind Power Plant,Summary of Investment Information (AIP Policy 2012),48149,https://disclosures.ifc.org/project-detail/SII/48149/vifor-wind-power-plant,Risk Management,FIRST LOOK SOLUTIONS SA,Romania,ROM,Infrastructure,A,CN2IN - Regional Industry - INF ECA/INF New Business Europe,Active,2024-04-24,2024-06-05,2024-06-07,2024-08-02,10.000000,,148.649994,,158.649994,RO,2024-09-15
2023-10-16,TM1,Summary of Investment Information (AIP Policy 2012),48171,https://disclosures.ifc.org/project-detail/SII/48171/tm1,Loan,AUTOPISTA MAGDALENA MEDIO SAS,Colombia,CLM,Infrastructure,A,Regional Industry INF LAC & EUR,Pending Disbursement,2023-12-17,2024-03-15,2024-04-05,,,,150.000000,,150.000000,CO,2024-09-15
2023-09-14,TM2,Summary of Investment Information (AIP Policy 2012),48172,https://disclosures.ifc.org/project-detail/SII/48172/tm2,Loan,Autopista del Rio Grande S.A.S,Colombia,CLM,Infrastructure,A,Regional Industry INF LAC & EUR,Pending Disbursement,2023-11-30,2024-03-15,2024-04-05,,,,135.000000,,135.000000,CO,2024-09-15
2024-05-03,CEN,Summary of Investment Information (AIP Policy 2012),48180,https://disclosures.ifc.org/project-detail/SII/48180/cen,,CENTRAL ELECTRICA DA NAMAACHA S.A.,Mozambique,MOZ,Infrastructure,A,Regional Industry - INF Africa,Pending Approval,2024-07-18,,,,,,,,,MZ,2024-09-15
2024-06-03,Renewstable Barbados,Summary of Investment Information (AIP Policy 2012),48422,https://disclosures.ifc.org/project-detail/SII/48422/renewstable-barbados,,RENEWSTABLE (BARBADOS) INC.,Barbados,BAR,Infrastructure,A,Regional Industry INF LAC & EUR,Pending Approval,2024-09-26,,,,,,,,,BB,2024-09-15
2024-04-05,Benin Terminal,Summary of Investment Information (AIP Policy 2012),48522,https://disclosures.ifc.org/project-detail/SII/48522/benin-terminal,Loan,Benin Terminal,Benin,BEN,Infrastructure,A,Regional Industry - INF Africa,Pending Signing,2024-06-04,2024-06-26,,,,,21.700001,,21.700001,BJ,2024-09-15
2024-04-18,FP Energy EF,Summary of Investment Information (AIP Policy 2012),48551,https://disclosures.ifc.org/project-detail/SII/48551/fp-energy-ef,Equity,FOURTH PARTNER ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Disbursement,2024-05-20,2024-05-30,2024-06-29,,,,,125.000000,125.000000,IN,2024-09-15
2024-08-02,EverestEV1,Summary of Investment Information (AIP Policy 2012),48594,https://disclosures.ifc.org/project-detail/SII/48594/everestev1,,Everest Fleet Private Limited,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Approval,2024-09-15,,,,,,,,,IN,2024-09-15
2024-04-24,St. George PV,Summary of Investment Information (AIP Policy 2012),48725,https://disclosures.ifc.org/project-detail/SII/48725/st.-george-pv,Risk Management,R-Engineering EOOD,Bulgaria,BUL,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Signing,2024-05-29,2024-07-05,,,1.100000,,48.189999,,49.290001,BG,2024-09-15
2024-04-05,ACWA EBL,Summary of Investment Information (AIP Policy 2012),48734,https://disclosures.ifc.org/project-detail/SII/48734/acwa-ebl,Loan,INTERNATIONAL COMPANY FOR WATER AND POWER PROJECTS,Uzbekistan,UZB,Infrastructure,A,Regional Industry INF MCT,Pending Signing,2024-06-13,2024-06-28,,,,,227.750000,,227.750000,UZ,2024-09-15
2024-07-25,Engie SLL,Summary of Investment Information (AIP Policy 2012),48736,https://disclosures.ifc.org/project-detail/SII/48736/engie-sll,Loan,ENGIE SA,World Region,WLD,Infrastructure,A,Energy & Mining - Global Infra,Pending Disbursement,2024-01-30,2024-05-01,2024-06-28,,,,396.940002,,396.940002,99,2024-09-15
