date_disclosed,project_name,document_type,project_number,project_url,product_line,company_name,country,ifc_country_code,industry,environmental_category,department,status,projected_board_date,ifc_approval_date,ifc_signed_date,ifc_invested_date,ifc_investment_for_risk_managementmillion__usd,ifc_investment_for_guaranteemillion__usd,ifc_investment_for_loanmillion__usd,ifc_investment_for_equitymillion__usd,total_ifc_investment_as_approved_by_boardmillion__usd,wb_country_code,as_of_date
2015-02-19,UNIT Equity,Summary of Investment Information (AIP Policy 2012),36326,https://disclosures.ifc.org/project-detail/SII/36326/unit-equity,Equity,Unit Investment N.V.,Turkiye,,Infrastructure,A,Regional Industry INF MCT,Completed,2015-04-23,2015-06-25,2015-08-06,2015-10-20,,,0.000000,142.500000,142.500000,TR,2024-09-15
2015-04-17,Transambiental,Summary of Investment Information (AIP Policy 2012),36340,https://disclosures.ifc.org/project-detail/SII/36340/transambiental,Loan,TRANSAMBIENTAL SAS,Colombia,CLM,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2015-05-22,2015-12-17,2016-05-31,2016-12-21,,,15.440000,,15.440000,CO,2024-09-15
2015-09-16,KTDA Small Hydro,Summary of Investment Information (AIP Policy 2012),36402,https://disclosures.ifc.org/project-detail/SII/36402/ktda-small-hydro,Loan,KTDA POWER COMPANY LTD,Kenya,KEN,Infrastructure,B,Regional Industry - MAS ME & Africa,Active,2015-10-20,2015-11-11,2015-12-18,2017-09-14,,,12.500000,,12.500000,KE,2024-09-15
2015-09-16,Myingyan,Summary of Investment Information (AIP Policy 2012),36627,https://disclosures.ifc.org/project-detail/SII/36627/myingyan,Loan,SEMBCORP UTILITIES PTE LTD,Myanmar,BUA,Infrastructure,A,Regional Industry - INF Asia & Pac,Pending Signing,2015-11-19,2016-10-08,,,,,75.000000,,75.000000,MM,2024-09-15
2015-10-19,Meridian Port Services Limited,Summary of Investment Information (AIP Policy 2012),36706,https://disclosures.ifc.org/project-detail/SII/36706/meridian-port-services-limited,Loan,MERIDIAN PORT SERVICES LIMITED,Ghana,GHA,Infrastructure,A,Regional Industry - INF Africa,Active,2015-12-21,2016-03-17,2016-06-27,2018-06-12,,,250.000000,,250.000000,GH,2024-09-15
2015-11-11,AkCez II,Summary of Investment Information (AIP Policy 2012),36711,https://disclosures.ifc.org/project-detail/SII/36711/akcez-ii,Loan,AKCEZ ENERJI YATIRIMLARI SANAYI VE TICARET AS,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Completed,2016-01-21,2016-05-03,2016-05-20,2016-06-27,,,105.680000,,105.680000,TR,2024-09-15
2015-11-04,Azure Karnataka,Summary of Investment Information (AIP Policy 2012),36716,https://disclosures.ifc.org/project-detail/SII/36716/azure-karnataka,Loan,AZURE POWER INDIA PRIVATE LIMITED,India,IND,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,2015-12-04,2015-12-21,,,,,29.900000,,29.900000,IN,2024-09-15
2015-12-01,Continental Warehousing Corporation (Nhava Seva) Limited,Summary of Investment Information (AIP Policy 2012),36727,https://disclosures.ifc.org/project-detail/SII/36727/continental-warehousing-corporation-(nhava-seva)-limited,Loan,DP WORLD MULTIMODAL LOGISTICS PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2016-01-07,2016-03-18,2016-03-31,2016-09-12,,,59.639999,24.850000,84.489998,IN,2024-09-15
2016-06-02,Akfen Energy,Summary of Investment Information (AIP Policy 2012),36772,https://disclosures.ifc.org/project-detail/SII/36772/akfen-energy,Equity,AKFEN YENILENEBILIR ENERJI A.S.,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Active,2016-05-18,2016-05-18,2016-06-23,2016-07-08,,,,100.000000,100.000000,TR,2024-09-15
2016-01-21,Mocuba Solar,Summary of Investment Information (AIP Policy 2012),36787,https://disclosures.ifc.org/project-detail/SII/36787/mocuba-solar,Risk Management,"CENTRAL SOLAR DE MOCUBA, S.A",Mozambique,MOZ,Infrastructure,A,Regional Industry - INF Africa,Active,2016-03-28,2016-10-27,2017-06-02,2018-03-02,2.000000,,21.000000,,23.000000,MZ,2024-09-15
2015-05-06,Sonker Bunkering Company SAE,Summary of Investment Information (AIP Policy 2012),36828,https://disclosures.ifc.org/project-detail/SII/36828/sonker-bunkering-company-sae,Loan,SONKER BUNKERING COMPANY S.A.E.,"Egypt, Arab Republic of",EGT,Infrastructure,B,Gbl Infrastructure & Natural Resources,Active,2015-06-08,2015-11-24,2015-12-17,2017-05-30,,,97.000000,,97.000000,EG,2024-09-15
2015-08-07,MainstreamAfrica,Summary of Investment Information (AIP Policy 2012),36845,https://disclosures.ifc.org/project-detail/SII/36845/mainstreamafrica,Equity,MAINSTREAM RENEWABLE POWER AFRICA HOLDINGS LTD,Africa Region,AFR,Infrastructure,A,Regional Industry - INF Africa,Active,2015-10-29,2016-06-03,2016-06-23,2016-07-20,,,,25.000000,25.000000,3A,2024-09-15
2016-09-20,Windiga BF,Summary of Investment Information (AIP Policy 2012),36857,https://disclosures.ifc.org/project-detail/SII/36857/windiga-bf,Risk Management,ZINA SOLAIRE SA,Burkina Faso,BUR,Infrastructure,B,Regional Industry - INF Africa,Active,2017-08-04,2017-08-04,2017-12-29,2022-04-29,2.200000,,10.320000,,12.520000,BF,2024-09-15
2016-01-14,FRV Solar Jordan,Summary of Investment Information (AIP Policy 2012),36877,https://disclosures.ifc.org/project-detail/SII/36877/frv-solar-jordan,Risk Management,FRV SOLAR HOLDINGS IX BV/JORDAN,Jordan,JOR,Infrastructure,B,Regional Industry INF MCT,Active,2016-02-15,2016-05-13,2016-06-15,2017-02-02,2.000000,,27.500000,,29.500000,JO,2024-09-15
2016-09-20,Airports Madagascar,Summary of Investment Information (AIP Policy 2012),36882,https://disclosures.ifc.org/project-detail/SII/36882/airports-madagascar,Risk Management,Ravinala Airports,Madagascar,MAG,Infrastructure,A,Regional Industry - INF Africa,Active,2016-11-25,2016-12-06,2017-05-29,2017-06-22,10.650000,,138.419998,,149.070007,MG,2024-09-15
2016-01-20,Canvest WTE,Summary of Investment Information (AIP Policy 2012),36962,https://disclosures.ifc.org/project-detail/SII/36962/canvest-wte,Loan,CANVEST ENVIRONMENTAL PROTECTION GROUP COMPANY LIMITED,China,CHA,Infrastructure,B,Gbl Infrastructure & Natural Resources,Active,2016-01-13,2016-01-14,2016-01-20,2016-04-28,,,103.989998,,103.989998,CN,2024-09-15
2015-10-14,MGES Power,Summary of Investment Information (AIP Policy 2012),37045,https://disclosures.ifc.org/project-detail/SII/37045/mges-power,Loan,Mass Global Energy Suleimanya,Iraq,IRQ,Infrastructure,B,Regional Industry INF MCT,Completed,2015-11-19,2015-12-09,2016-01-15,2016-02-03,,,125.000000,125.000000,250.000000,IQ,2024-09-15
2016-02-05,OAWPL and OAPWPL,Summary of Investment Information (AIP Policy 2012),37086,https://disclosures.ifc.org/project-detail/SII/37086/oawpl-and-oapwpl,Loan,OSTRO ANDHRA WIND PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,2016-03-10,2016-04-15,2016-05-06,2016-11-17,,,60.400002,,60.400002,IN,2024-09-15
2016-01-06,MMI Metro Line,Summary of Investment Information (AIP Policy 2012),37093,https://disclosures.ifc.org/project-detail/SII/37093/mmi-metro-line,Loan,METROPOLITAN MUNICIPALITY OF ISTANBUL,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Active,2016-02-08,2016-02-08,2016-03-16,2016-05-30,,,65.489998,,65.489998,TR,2024-09-15
2016-01-28,Myanmar Port,Summary of Investment Information (AIP Policy 2012),37126,https://disclosures.ifc.org/project-detail/SII/37126/myanmar-port,Loan,MYANMA ANNAWA SWAN:A: SHIN GROUP (S) COMPANY LIMITED,Myanmar,BUA,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2016-02-29,2016-03-18,2016-04-18,2016-06-07,,,80.000000,,80.000000,MM,2024-09-15
2016-09-09,MV Cargo,Summary of Investment Information (AIP Policy 2012),37312,https://disclosures.ifc.org/project-detail/SII/37312/mv-cargo,Loan,MV Cargo LLC,Ukraine,UKR,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2016-10-14,2017-01-09,2017-03-29,2017-08-01,,,37.000000,,37.000000,UA,2024-09-15
2015-10-05,MSC Shipmanagement Limited,Summary of Investment Information (AIP Policy 2012),37454,https://disclosures.ifc.org/project-detail/SII/37454/msc-shipmanagement-limited,Loan,MSC SHIPMANAGEMENT LIMITED,World Region,WLD,Infrastructure,C,Gbl Infrastructure & Natural Resources,Completed,2015-11-10,2015-12-22,2015-12-23,2016-01-11,,,70.000000,,70.000000,99,2024-09-15
2016-03-25,AES Panama LNG,Summary of Investment Information (AIP Policy 2012),37456,https://disclosures.ifc.org/project-detail/SII/37456/aes-panama-lng,Risk Management,GAS NATURAL ATLANTICO S. DE R.L.,Panama,PAN,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,2016-05-26,2016-07-20,2016-07-21,2016-10-17,6.000000,,144.000000,,150.000000,PA,2024-09-15
2016-03-08,MCPP Infrastructure,Summary of Investment Information (AIP Policy 2012),37488,https://disclosures.ifc.org/project-detail/SII/37488/mcpp-infrastructure,Equity,EASTSPRING INFRASTRUCTURE DEBT FUND,World Region,WLD,Infrastructure,FI-1,Gbl Infrastructure & Natural Resources,Active,2016-04-21,2017-06-09,2017-06-28,2017-10-31,,,0.000000,125.000000,125.000000,99,2024-09-15
2016-02-05,GEC,Summary of Investment Information (AIP Policy 2012),37567,https://disclosures.ifc.org/project-detail/SII/37567/gec,Equity,GIA LAI ELECTRICITY JOINT STOCK COMPANY,Viet Nam,VNM,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,2016-04-11,2016-05-12,2016-05-27,2016-07-07,,,,9.980000,9.980000,VN,2024-09-15
2016-05-04,SECI-DT Benban 1 - ARC,Summary of Investment Information (AIP Policy 2012),37580,https://disclosures.ifc.org/project-detail/SII/37580/seci-dt-benban-1---arc,Risk Management,ARC FOR RENEWABLE ENERGY SAE,"Egypt, Arab Republic of",EGT,Infrastructure,B,Regional Industry - INF Africa,Active,2017-07-31,2017-07-20,2017-10-12,2018-09-04,1.000000,,23.000000,,24.000000,EG,2024-09-15
2016-05-04,Phoenix Power1  ,Summary of Investment Information (AIP Policy 2012),37591,https://disclosures.ifc.org/project-detail/SII/37591/phoenix-power1--,Risk Management,PHOENIX POWER 1 SAE,"Egypt, Arab Republic of",EGT,Infrastructure,B,Regional Industry - INF Africa,Active,2017-07-20,2017-07-20,2017-10-09,2018-05-15,1.000000,,24.000000,,25.000000,EG,2024-09-15
2016-05-27,Summit Mezzanine,Summary of Investment Information (AIP Policy 2012),37593,https://disclosures.ifc.org/project-detail/SII/37593/summit-mezzanine,Loan,SUMMIT POWER INTERNATIONAL PTE LTD,Bangladesh,BAN,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,2016-07-28,2016-08-04,2016-08-08,2016-08-24,,,65.000000,0.000000,65.000000,BD,2024-09-15
2019-10-23,Asyaport Extension,Summary of Investment Information (AIP Policy 2012),37619,https://disclosures.ifc.org/project-detail/SII/37619/asyaport-extension,Loan,ASYAPORT LIMAN ANONIM SIRKETI,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Completed,2019-11-22,2019-12-03,2019-12-19,2020-06-30,,,12.000000,,12.000000,TR,2024-09-15
2016-05-04,Alcazar Solar 1,Summary of Investment Information (AIP Policy 2012),37633,https://disclosures.ifc.org/project-detail/SII/37633/alcazar-solar-1,Risk Management,CTGI RENEWBLE ENERGY EGYPT SOLAR 1 SAE,"Egypt, Arab Republic of",EGT,Infrastructure,B,Gbl Infrastructure & Natural Resources,Active,2017-07-20,2017-09-29,2017-10-11,2018-06-01,1.000000,,19.000000,,20.000000,EG,2024-09-15
2016-05-05,Delta Solar ,Summary of Investment Information (AIP Policy 2012),37636,https://disclosures.ifc.org/project-detail/SII/37636/delta-solar-,Risk Management,DELTA FOR RENEWABLE ENERGY SAE,"Egypt, Arab Republic of",EGT,Infrastructure,B,Regional Industry - INF Africa,Active,2017-07-20,2017-09-29,2017-10-11,2018-06-01,1.000000,,19.000000,,20.000000,EG,2024-09-15
2016-05-05,Taqa Arabia Solar,Summary of Investment Information (AIP Policy 2012),37637,https://disclosures.ifc.org/project-detail/SII/37637/taqa-arabia-solar,Risk Management,TAQA ARABIA FOR SOLAR ENERGY S.A.E.,"Egypt, Arab Republic of",EGT,Infrastructure,B,Regional Industry - INF Africa,Active,2017-07-31,2017-07-20,2017-10-11,2018-06-07,1.000000,,23.000000,,24.000000,EG,2024-09-15
2016-06-24,Vorotan Debt,Summary of Investment Information (AIP Policy 2012),37652,https://disclosures.ifc.org/project-detail/SII/37652/vorotan-debt,Risk Management,CONTOURGLOBAL HYDRO CASCADE CJSC,Armenia,ARM,Infrastructure,B,Regional Industry - INF ECA,Active,2016-07-26,2016-10-14,2016-12-19,2016-12-19,2.900000,,50.000000,,52.900002,AM,2024-09-15
2016-11-07,Greek Airports,Summary of Investment Information (AIP Policy 2012),37655,https://disclosures.ifc.org/project-detail/SII/37655/greek-airports,Risk Management,FRAPORT REGIONAL AIRPORTS OF GREECE A SOCIETE ANONYME,Greece,,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,2016-12-08,2016-12-08,2017-03-24,2017-04-03,6.500000,,175.679993,55.830002,238.009995,GR,2024-09-15
2017-06-19,Nachtigal,Summary of Investment Information (AIP Policy 2012),37673,https://disclosures.ifc.org/project-detail/SII/37673/nachtigal,Risk Management,NACHTIGAL HYDRO POWER COMPANY,Cameroon,CAM,Infrastructure,A,Regional Industry - INF ME & Africa,Active,2017-10-15,2018-07-19,2018-11-08,2019-01-22,12.000000,,151.330002,69.839996,233.169998,CM,2024-09-15
2016-05-05,SECI Benban 3 Winnergy,Summary of Investment Information (AIP Policy 2012),37713,https://disclosures.ifc.org/project-detail/SII/37713/seci-benban-3-winnergy,Risk Management,WINNERGY FOR RENEWABLE ENERGY PROJECTS S.A.E.,"Egypt, Arab Republic of",EGT,Infrastructure,B,Regional Industry - INF Africa,Active,2017-07-31,2017-07-20,2017-10-12,2018-10-24,0.500000,,21.000000,,21.500000,EG,2024-09-15
2017-02-16,Tobene IPP Phase 2,Summary of Investment Information (AIP Policy 2012),37808,https://disclosures.ifc.org/project-detail/SII/37808/tobene-ipp-phase-2,Risk Management,TOBENE POWER SA,Senegal,SEN,Infrastructure,B,CNGS6 - Gbl Infrastructure & Natural Resources/Infrastructure  - CAF,Active,2017-03-30,2017-07-27,2017-05-31,2017-08-08,0.750000,,9.100000,,9.850000,SN,2024-09-15
2017-10-17,SS Zambia,Summary of Investment Information (AIP Policy 2012),37811,https://disclosures.ifc.org/project-detail/SII/37811/ss-zambia,Risk Management,NGONYE POWER COMPANY LIMITED,Zambia,ZAM,Infrastructure,B,Regional Industry - INF Africa,Active,2017-11-20,2017-12-20,2018-06-20,2018-10-30,2.500000,,12.000000,,14.500000,ZM,2024-09-15
2016-01-05,Best Logistics,Summary of Investment Information (AIP Policy 2012),37837,https://disclosures.ifc.org/project-detail/SII/37837/best-logistics,Equity,BEST LOGISTICS TECHNOLOGIES LIMITED,China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2016-02-12,2016-03-31,2016-04-05,2016-04-27,,,,20.000000,20.000000,CN,2024-09-15
2018-12-04,Belgrade WtE,Summary of Investment Information (AIP Policy 2012),37838,https://disclosures.ifc.org/project-detail/SII/37838/belgrade-wte,Risk Management,BEO CISTA ENERGIJA D.O.O,Serbia,SRB,Infrastructure,A,Regional Industry INF LAC & EUR,Active,2019-02-11,2019-09-19,2019-10-01,2020-04-30,10.000000,,85.570000,,95.570000,YF,2024-09-15
2016-04-04,Karaca Hydro,Summary of Investment Information (AIP Policy 2012),37872,https://disclosures.ifc.org/project-detail/SII/37872/karaca-hydro,Loan,KREMNA ENERJI URETIM VE TICARET A.S.,Turkiye,,Infrastructure,B,Regional Industry - INF ECA,Active,2016-05-06,2016-05-27,2016-06-10,2016-06-17,,,47.000000,,47.000000,TR,2024-09-15
2016-08-23,HFE Equity,Summary of Investment Information (AIP Policy 2012),37910,https://disclosures.ifc.org/project-detail/SII/37910/hfe-equity,Equity,HERO FUTURE ENERGIES PRIVATE LIMITED,India,IND,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,2016-10-25,2016-11-09,2016-12-29,2017-02-23,,,,62.500000,62.500000,IN,2024-09-15
1995-08-01,AGUAS ARGENTINAS,Summary of Proposed Investment (Disclosure Policy 2006),3808,https://disclosures.ifc.org/project-detail/SPI/3808/aguas-argentinas,Loan,AGUAS ARGENTINAS SA,Argentina,ARG,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,1994-04-06,1994-11-10,1995-02-09,,,38.000000,7.000000,45.000000,AR,2024-09-15
2016-03-18,Indorama Port,Summary of Investment Information (AIP Policy 2012),38096,https://disclosures.ifc.org/project-detail/SII/38096/indorama-port,Loan,OIS INDORAMA PORT LIMITED,Nigeria,NIR,Infrastructure,B,Regional Industry - MAS Africa,Completed,2016-04-29,2016-06-22,2016-07-01,2016-09-30,,,52.500000,,52.500000,NG,2024-09-15
2016-05-13,CG CdB II,Summary of Investment Information (AIP Policy 2012),38113,https://disclosures.ifc.org/project-detail/SII/38113/cg-cdb-ii,Risk Management,CG CAP DES BICHES SENEGAL,Senegal,SEN,Infrastructure,B,Regional Industry - INF Africa,Active,2016-06-14,2016-07-01,2016-07-11,2017-01-13,4.000000,,,,4.000000,SN,2024-09-15
2016-07-15,ACWA Power Zarqa Thermal Power Station,Summary of Investment Information (AIP Policy 2012),38207,https://disclosures.ifc.org/project-detail/SII/38207/acwa-power-zarqa-thermal-power-station,Risk Management,MAHATAT AL ZARQA LE TAWLEED AL TAKAH AL KAHRABAIEYAH,Jordan,JOR,Infrastructure,A,Regional Industry INF MCT,Active,2016-09-20,2016-10-27,2016-12-08,2017-01-09,6.000000,,75.000000,,81.000000,JO,2024-09-15
2016-09-29,Tricon Boston Consulting Corporation Pvt. Limited,Summary of Investment Information (AIP Policy 2012),38229,https://disclosures.ifc.org/project-detail/SII/38229/tricon-boston-consulting-corporation-pvt.-limited,Loan,TRICONBOSTON CONSULTING CORPORATION (PVT) LTD,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,2016-11-10,2017-02-15,2017-04-07,2017-07-19,,,75.000000,,75.000000,PK,2024-09-15
2017-02-13,Clean Max Equity,Summary of Investment Information (AIP Policy 2012),38331,https://disclosures.ifc.org/project-detail/SII/38331/clean-max-equity,Equity,CLEAN MAX ENVIRO ENERGY SOLUTIONS PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,2017-03-31,2017-04-13,2017-11-20,2017-11-28,,,,15.000000,15.000000,IN,2024-09-15
2019-04-15,Bogota Transmilenio,Summary of Investment Information (AIP Policy 2012),38347,https://disclosures.ifc.org/project-detail/SII/38347/bogota-transmilenio,Loan,BOGOTA DISTRITO CAPITAL,Colombia,CLM,Infrastructure,A,CN1S7 - Regional Industry - INF LAC/Infrastructure - LAC,Active,2019-06-26,2019-10-11,2019-12-18,2021-07-21,,,120.000000,,120.000000,CO,2024-09-15
2019-09-16,Din Energy Limited,Summary of Investment Information (AIP Policy 2012),38475,https://disclosures.ifc.org/project-detail/SII/38475/din-energy-limited,Loan,DIN ENERGY LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,2019-10-25,2019-10-25,2019-11-13,2021-04-23,,,12.950000,,12.950000,PK,2024-09-15
2017-01-25,Orazul Energia,Summary of Investment Information (AIP Policy 2012),38489,https://disclosures.ifc.org/project-detail/SII/38489/orazul-energia,Equity,ORAZUL ENERGIA PARTNERS LLC,Latin America and the Caribbean Region,,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,2016-12-08,2016-12-08,2016-12-19,2016-12-20,,,,50.000000,50.000000,,2024-09-15
2017-08-09,Antalya Muni Tramway,Summary of Investment Information (AIP Policy 2012),38506,https://disclosures.ifc.org/project-detail/SII/38506/antalya-muni-tramway,Loan,METROPOLITAN MUNICIPALITY OF ANTALYA,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Active,2017-09-29,2017-10-18,2017-11-17,2018-05-16,,,94.500000,,94.500000,TR,2024-09-15
2016-10-27,City of BA,Summary of Investment Information (AIP Policy 2012),38533,https://disclosures.ifc.org/project-detail/SII/38533/city-of-ba,Loan,CIUDAD AUTONOMA DE BUENOS AIRES,Argentina,ARG,Infrastructure,B,Regional Industry INF LAC & EUR,Active,2016-11-30,2017-04-03,2017-05-29,2017-08-25,,,50.000000,,50.000000,AR,2024-09-15
2016-09-22,Umeme Capex II,Summary of Investment Information (AIP Policy 2012),38598,https://disclosures.ifc.org/project-detail/SII/38598/umeme-capex-ii,Loan,UMEME LTD,Uganda,UAN,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,2016-10-24,2016-12-09,2016-12-12,2016-12-23,,,25.000000,,25.000000,UG,2024-09-15
2018-01-02,Concord NE,Summary of Investment Information (AIP Policy 2012),38636,https://disclosures.ifc.org/project-detail/SII/38636/concord-ne,Loan,Concord New Energy Group Limited,China,CHA,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,2018-01-31,2017-12-20,2017-12-28,2018-05-23,,,60.250000,,60.250000,CN,2024-09-15
2017-06-05,PRICO Solar Gaza,Summary of Investment Information (AIP Policy 2012),38674,https://disclosures.ifc.org/project-detail/SII/38674/prico-solar-gaza,Risk Management,PRICO FOR OPERATION AND MAINTENANCE LTD,West Bank and Gaza,XOT,Infrastructure,B,Regional Industry INF MCT,Active,2017-07-24,2017-07-27,2017-12-11,2020-03-19,0.400000,,4.000000,,4.400000,GZ,2024-09-15
